Value,domain_desc,unit_desc,short_desc,statisticcat_desc,survey_id
25.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221317
23.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221417
59.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221517
31.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221617
22.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221316
20.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221416
39.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221516
2.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221616
17.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221315
36.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221415
25.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221515
10.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,221615
19.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231320
12.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231420
2.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231319
10.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231519
20.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231619
23.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231318
1.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231418
37.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231518
9.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231618
23.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231317
4.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231417
3.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231517
24.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231617
3.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231316
82.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231416
9.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231516
10.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231616
4.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231315
72.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231415
9.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231515
18.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,231615
19.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241320
12.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241420
12.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241319
26.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241519
12.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241619
18.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241318
11.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241418
11.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241518
16.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241618
11.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241317
3.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241417
8.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241517
7.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241617
26.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241316
4.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241416
10.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241516
23.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241616
10.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241315
4.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241415
26.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241515
5.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,241615
13.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251320
14.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251420
10.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251319
13.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251519
7.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251619
19.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251318
6.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251418
75.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251518
33.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251618
32.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251317
14.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251417
82.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251517
13.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251617
10.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251316
40.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251416
14.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251516
6.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251616
23.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251315
66.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251415
16.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251515
31.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,251615
8.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261320
38.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261420
18.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261319
42.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261519
37.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261619
21.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261318
75.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261418
92.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261518
52.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261618
7.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261317
19.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261417
56.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261517
53.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261617
5.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261316
54.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261416
64.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261516
23.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261616
14.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261315
26.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261415
44.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261515
30.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,261615
3.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271320
20.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271420
1.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271319
54.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271519
37.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271619
2.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271318
12.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271418
44.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271518
28.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271618
2.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271317
20.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271417
39.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271517
62.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271617
12.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271316
20.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271416
47.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271516
27.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271616
1.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271315
25.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271415
33.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271515
43.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,271615
58.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281320
51.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281420
14.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281319
59.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281519
41.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281619
7.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281318
44.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281418
25.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281518
26.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281618
41.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281317
14.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281417
71.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281517
19.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281617
13.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281316
12.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281416
27.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281516
21.90,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281616
9.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281315
10.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281415
45.50,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281515
10.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,281615
8.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291320
17.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291420
5.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291319
18.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291519
19.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291619
86.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291318
11.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291418
18.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291518
37.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291618
16.60,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291317
13.40,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291417
77.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291517
16.70,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291617
20.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291316
17.20,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291416
13.30,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291516
16.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291616
13.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291315
5.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291415
11.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291515
2.80,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,291615
4.00,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,301320
12.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,301420
15.10,TOTAL,PCT OF COLONIES,HONEY  BEE COLONIES  AFFECTED BY VARROA MITES - INVENTORY  MEASURED IN PCT OF COLONIES,INVENTORY,301319
